2025-05-18 11:38:27,993 INFO    StreamThr :3602105 [internal.py:wandb_internal():86] W&B internal server running at pid: 3602105, started at: 2025-05-18 11:38:27.993207
2025-05-18 11:38:27,996 DEBUG   HandlerThread:3602105 [handler.py:handle_request():146] handle_request: status
2025-05-18 11:38:27,999 INFO    WriterThread:3602105 [datastore.py:open_for_write():87] open: /home/sjwalker/nd0821-c2-build-model-workflow-exercises-4/lesson-2-data-exploration-and-preparation/exercises/exercise_4/starter/wandb/run-20250518_113827-3l5viky3/run-3l5viky3.wandb
2025-05-18 11:38:27,999 DEBUG   SenderThread:3602105 [sender.py:send():378] send: header
2025-05-18 11:38:28,096 DEBUG   SenderThread:3602105 [sender.py:send():378] send: run
2025-05-18 11:38:28,306 INFO    SenderThread:3602105 [dir_watcher.py:__init__():211] watching files in: /home/sjwalker/nd0821-c2-build-model-workflow-exercises-4/lesson-2-data-exploration-and-preparation/exercises/exercise_4/starter/wandb/run-20250518_113827-3l5viky3/files
2025-05-18 11:38:28,306 INFO    SenderThread:3602105 [sender.py:_start_run_threads():1099] run started: 3l5viky3 with start time 1747582707.992948
2025-05-18 11:38:28,311 DEBUG   HandlerThread:3602105 [handler.py:handle_request():146] handle_request: check_version
2025-05-18 11:38:28,311 DEBUG   SenderThread:3602105 [sender.py:send_request():405] send_request: check_version
2025-05-18 11:38:28,372 DEBUG   HandlerThread:3602105 [handler.py:handle_request():146] handle_request: run_start
2025-05-18 11:38:28,372 DEBUG   HandlerThread:3602105 [system_info.py:__init__():26] System info init
2025-05-18 11:38:28,372 DEBUG   HandlerThread:3602105 [system_info.py:__init__():41] System info init done
2025-05-18 11:38:28,372 INFO    HandlerThread:3602105 [system_monitor.py:start():194] Starting system monitor
2025-05-18 11:38:28,373 INFO    SystemMonitor:3602105 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-05-18 11:38:28,373 INFO    HandlerThread:3602105 [system_monitor.py:probe():214] Collecting system info
2025-05-18 11:38:28,374 INFO    SystemMonitor:3602105 [interfaces.py:start():190] Started cpu monitoring
2025-05-18 11:38:28,376 INFO    SystemMonitor:3602105 [interfaces.py:start():190] Started disk monitoring
2025-05-18 11:38:28,376 INFO    SystemMonitor:3602105 [interfaces.py:start():190] Started memory monitoring
2025-05-18 11:38:28,377 INFO    SystemMonitor:3602105 [interfaces.py:start():190] Started network monitoring
2025-05-18 11:38:28,381 DEBUG   HandlerThread:3602105 [system_info.py:probe():150] Probing system
2025-05-18 11:38:28,406 DEBUG   HandlerThread:3602105 [system_info.py:_probe_git():135] Probing git
2025-05-18 11:38:28,411 DEBUG   HandlerThread:3602105 [system_info.py:_probe_git():143] Probing git done
2025-05-18 11:38:28,411 DEBUG   HandlerThread:3602105 [system_info.py:probe():198] Probing system done
2025-05-18 11:38:28,411 DEBUG   HandlerThread:3602105 [system_monitor.py:probe():223] {'os': 'Linux-5.15.167.4-microsoft-standard-WSL2-x86_64-with-glibc2.39', 'python': '3.12.10', 'heartbeatAt': '2025-05-18T15:38:28.381990', 'startedAt': '2025-05-18T15:38:27.988685', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'EDA.ipynb', 'codePathLocal': 'EDA.ipynb', 'root': '/home/sjwalker/nd0821-c2-build-model-workflow-exercises-4', 'git': {'remote': 'https://github.com/sjwalker13/nd0821-c2-build-model-workflow-exercises.git', 'commit': '0d72086a9301bf656d4656f49cc342b126b71048'}, 'email': 'you@example.com', 'host': 'LAPTOP-HSA1K6RP', 'username': 'sjwalker', 'executable': '/home/sjwalker/miniconda3/envs/mlflow-72874667087213cf956e5d17039724711c546a1f/bin/python', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 1689.6010000000003, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 1689.601, 'min': 0.0, 'max': 0.0}, {'current': 1689.601, 'min': 0.0, 'max': 0.0}, {'current': 1689.601, 'min': 0.0, 'max': 0.0}, {'current': 1689.601, 'min': 0.0, 'max': 0.0}, {'current': 1689.601, 'min': 0.0, 'max': 0.0}, {'current': 1689.601, 'min': 0.0, 'max': 0.0}, {'current': 1689.601, 'min': 0.0, 'max': 0.0}, {'current': 1689.601, 'min': 0.0, 'max': 0.0}], 'disk': {'/': {'total': 1006.853931427002, 'used': 16.895923614501953}}, 'memory': {'total': 5.675804138183594}}
2025-05-18 11:38:28,411 INFO    HandlerThread:3602105 [system_monitor.py:probe():224] Finished collecting system info
2025-05-18 11:38:28,411 INFO    HandlerThread:3602105 [system_monitor.py:probe():227] Publishing system info
2025-05-18 11:38:28,411 DEBUG   HandlerThread:3602105 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2025-05-18 11:38:29,308 INFO    Thread-12 :3602105 [dir_watcher.py:_on_file_created():271] file/dir created: /home/sjwalker/nd0821-c2-build-model-workflow-exercises-4/lesson-2-data-exploration-and-preparation/exercises/exercise_4/starter/wandb/run-20250518_113827-3l5viky3/files/conda-environment.yaml
2025-05-18 11:38:30,577 DEBUG   HandlerThread:3602105 [system_info.py:_save_conda():219] Saving conda packages done
2025-05-18 11:38:30,577 DEBUG   HandlerThread:3602105 [system_info.py:_save_code():44] Saving code
2025-05-18 11:38:30,577 WARNING HandlerThread:3602105 [system_info.py:_save_code():46] unable to save code -- program entry not found
2025-05-18 11:38:30,577 DEBUG   HandlerThread:3602105 [system_info.py:_save_patches():82] Saving git patches
2025-05-18 11:38:30,796 DEBUG   HandlerThread:3602105 [system_info.py:_save_patches():124] Saving git patches done
2025-05-18 11:38:30,796 INFO    HandlerThread:3602105 [system_monitor.py:probe():229] Finished publishing system info
2025-05-18 11:38:30,798 DEBUG   SenderThread:3602105 [sender.py:send():378] send: files
2025-05-18 11:38:30,798 INFO    SenderThread:3602105 [sender.py:_save_file():1365] saving file wandb-metadata.json with policy now
2025-05-18 11:38:30,798 INFO    SenderThread:3602105 [sender.py:_save_file():1365] saving file diff.patch with policy now
2025-05-18 11:38:31,010 DEBUG   HandlerThread:3602105 [handler.py:handle_request():146] handle_request: python_packages
2025-05-18 11:38:31,012 DEBUG   SenderThread:3602105 [sender.py:send_request():405] send_request: python_packages
2025-05-18 11:38:31,016 DEBUG   SenderThread:3602105 [sender.py:send():378] send: telemetry
2025-05-18 11:38:31,018 DEBUG   HandlerThread:3602105 [handler.py:handle_request():146] handle_request: stop_status
2025-05-18 11:38:31,018 DEBUG   SenderThread:3602105 [sender.py:send_request():405] send_request: stop_status
2025-05-18 11:38:31,059 DEBUG   HandlerThread:3602105 [handler.py:handle_request():146] handle_request: internal_messages
2025-05-18 11:38:31,157 DEBUG   HandlerThread:3602105 [handler.py:handle_request():146] handle_request: log_artifact
2025-05-18 11:38:31,169 DEBUG   SenderThread:3602105 [sender.py:send_request():405] send_request: log_artifact
2025-05-18 11:38:31,170 DEBUG   HandlerThread:3602105 [handler.py:handle_request():146] handle_request: pause
2025-05-18 11:38:31,170 INFO    HandlerThread:3602105 [handler.py:handle_request_pause():708] stopping system metrics thread
2025-05-18 11:38:31,170 INFO    HandlerThread:3602105 [system_monitor.py:finish():203] Stopping system monitor
2025-05-18 11:38:31,171 DEBUG   SystemMonitor:3602105 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2025-05-18 11:38:31,171 DEBUG   SystemMonitor:3602105 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2025-05-18 11:38:31,171 DEBUG   SystemMonitor:3602105 [system_monitor.py:_start():183] Publishing last batch of metrics
2025-05-18 11:38:31,171 INFO    HandlerThread:3602105 [interfaces.py:finish():202] Joined cpu monitor
2025-05-18 11:38:31,171 INFO    HandlerThread:3602105 [interfaces.py:finish():202] Joined disk monitor
2025-05-18 11:38:31,171 INFO    HandlerThread:3602105 [interfaces.py:finish():202] Joined memory monitor
2025-05-18 11:38:31,171 INFO    HandlerThread:3602105 [interfaces.py:finish():202] Joined network monitor
2025-05-18 11:38:31,205 INFO    wandb-upload_0:3602105 [upload_job.py:push():131] Uploaded file /tmp/tmpfuns06k7wandb/lqd6vx19-wandb-metadata.json
2025-05-18 11:38:31,220 DEBUG   HandlerThread:3602105 [handler.py:handle_request():146] handle_request: resume
2025-05-18 11:38:31,220 INFO    HandlerThread:3602105 [handler.py:handle_request_resume():699] starting system metrics thread
2025-05-18 11:38:31,220 INFO    HandlerThread:3602105 [system_monitor.py:start():194] Starting system monitor
2025-05-18 11:38:31,221 INFO    SystemMonitor:3602105 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-05-18 11:38:31,222 INFO    SystemMonitor:3602105 [interfaces.py:start():190] Started cpu monitoring
2025-05-18 11:38:31,223 INFO    SystemMonitor:3602105 [interfaces.py:start():190] Started disk monitoring
2025-05-18 11:38:31,224 INFO    SystemMonitor:3602105 [interfaces.py:start():190] Started memory monitoring
2025-05-18 11:38:31,224 INFO    SystemMonitor:3602105 [interfaces.py:start():190] Started network monitoring
2025-05-18 11:38:31,242 INFO    wandb-upload_1:3602105 [upload_job.py:push():131] Uploaded file /tmp/tmpfuns06k7wandb/1glboqv0-diff.patch
2025-05-18 11:38:31,311 INFO    Thread-12 :3602105 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/sjwalker/nd0821-c2-build-model-workflow-exercises-4/lesson-2-data-exploration-and-preparation/exercises/exercise_4/starter/wandb/run-20250518_113827-3l5viky3/files/conda-environment.yaml
2025-05-18 11:38:31,312 INFO    Thread-12 :3602105 [dir_watcher.py:_on_file_created():271] file/dir created: /home/sjwalker/nd0821-c2-build-model-workflow-exercises-4/lesson-2-data-exploration-and-preparation/exercises/exercise_4/starter/wandb/run-20250518_113827-3l5viky3/files/requirements.txt
2025-05-18 11:38:31,312 INFO    Thread-12 :3602105 [dir_watcher.py:_on_file_created():271] file/dir created: /home/sjwalker/nd0821-c2-build-model-workflow-exercises-4/lesson-2-data-exploration-and-preparation/exercises/exercise_4/starter/wandb/run-20250518_113827-3l5viky3/files/wandb-metadata.json
2025-05-18 11:38:31,312 INFO    Thread-12 :3602105 [dir_watcher.py:_on_file_created():271] file/dir created: /home/sjwalker/nd0821-c2-build-model-workflow-exercises-4/lesson-2-data-exploration-and-preparation/exercises/exercise_4/starter/wandb/run-20250518_113827-3l5viky3/files/diff.patch
2025-05-18 11:38:31,434 INFO    SenderThread:3602105 [sender.py:send_request_log_artifact():1431] logged artifact source-exercise_4-EDA.ipynb - {'id': 'QXJ0aWZhY3Q6MTc0NTkyNjgwNA==', 'state': 'COMMITTED', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjY0MjMzMDA0NQ==', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6MTc0NTkyNjgwNA==', 'versionIndex': 13}}}
2025-05-18 11:38:31,434 DEBUG   SenderThread:3602105 [sender.py:send():378] send: stats
2025-05-18 11:38:31,587 DEBUG   SenderThread:3602105 [sender.py:send():378] send: use_artifact
2025-05-18 11:38:32,008 DEBUG   HandlerThread:3602105 [handler.py:handle_request():146] handle_request: log_artifact
2025-05-18 11:38:32,008 DEBUG   SenderThread:3602105 [sender.py:send_request():405] send_request: log_artifact
2025-05-18 11:38:32,010 DEBUG   HandlerThread:3602105 [handler.py:handle_request():146] handle_request: pause
2025-05-18 11:38:32,010 INFO    HandlerThread:3602105 [handler.py:handle_request_pause():708] stopping system metrics thread
2025-05-18 11:38:32,010 INFO    HandlerThread:3602105 [system_monitor.py:finish():203] Stopping system monitor
2025-05-18 11:38:32,010 DEBUG   SystemMonitor:3602105 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2025-05-18 11:38:32,011 DEBUG   SystemMonitor:3602105 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2025-05-18 11:38:32,011 DEBUG   SystemMonitor:3602105 [system_monitor.py:_start():183] Publishing last batch of metrics
2025-05-18 11:38:32,011 INFO    HandlerThread:3602105 [interfaces.py:finish():202] Joined cpu monitor
2025-05-18 11:38:32,011 INFO    HandlerThread:3602105 [interfaces.py:finish():202] Joined disk monitor
2025-05-18 11:38:32,012 INFO    HandlerThread:3602105 [interfaces.py:finish():202] Joined memory monitor
2025-05-18 11:38:32,012 INFO    HandlerThread:3602105 [interfaces.py:finish():202] Joined network monitor
2025-05-18 11:38:32,130 INFO    SenderThread:3602105 [sender.py:send_request_log_artifact():1431] logged artifact source-exercise_4-EDA.ipynb - {'id': 'QXJ0aWZhY3Q6MTc0NTkyNjgwNA==', 'state': 'COMMITTED', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjY0MjMzMDA0NQ==', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6MTc0NTkyNjgwNA==', 'versionIndex': 13}}}
2025-05-18 11:38:32,130 DEBUG   SenderThread:3602105 [sender.py:send():378] send: stats
2025-05-18 11:38:33,131 DEBUG   HandlerThread:3602105 [handler.py:handle_request():146] handle_request: status_report
